,Date,target,Volume,Volume_in_past1,Volume_in_past2,price_in_past1,price_in_past2,delta_target,delta_price_in_past,delta_volume_in_past,sp500,sp500_in_past1,sp500_in_past2,delta_sp500_in_past
110,2020-09-18,12.557003402123641,698460000,792512000.0,556384000.0,12.096849903540244,12.919442534464558,0.038039117807746714,-0.0636709075279312,0.4243975383907517,314.4459629250625,311.5019705873484,318.9262383642859,-0.02327894943675751
111,2020-09-21,11.890205393675586,721044000,698460000.0,792512000.0,12.557003402123641,12.096849903540244,-0.053101682550733866,0.038039117807746714,-0.11867580553985302,305.37922382926496,314.4459629250625,311.5019705873484,0.00945095895272527
112,2020-09-22,12.538306233531788,646452000,721044000.0,698460000.0,11.890205393675586,12.557003402123641,0.054507118960361055,-0.053101682550733866,0.03233399192509235,308.0702153827949,305.37922382926496,314.4459629250625,-0.028834013359421838
113,2020-09-23,12.538804800522588,647012000,646452000.0,721044000.0,12.538306233531788,11.890205393675586,3.976350405816299e-05,0.054507118960361055,-0.10344999750361974,310.2548240451303,308.0702153827949,305.37922382926496,0.008811966707448528
114,2020-09-24,12.037023285185366,731240000,647012000.0,646452000.0,12.538804800522588,12.538306233531788,-0.04001828908894954,3.976350405816299e-05,0.0008662669463471379,301.1787505238137,310.2548240451303,308.0702153827949,0.007091268656468108
115,2020-09-25,12.411178781347672,588016000,731240000.0,647012000.0,12.037023285185366,12.538804800522588,0.031083722885441277,-0.04001828908894954,0.13017996575024884,302.4539565341137,301.1787505238137,310.2548240451303,-0.02925360967150153
116,2020-09-28,13.002200066684653,573808000,588016000.0,731240000.0,12.411178781347672,12.037023285185366,0.04762007668644702,0.031083722885441277,-0.19586455883157378,312.4300567444478,302.4539565341137,301.1787505238137,0.004234050403895171
117,2020-09-29,12.899749699023753,621460000,573808000.0,588016000.0,13.002200066684653,12.411178781347672,-0.00787946402420058,0.04762007668644702,-0.02416260782019537,313.133297889591,312.4300567444478,302.4539565341137,0.03298386413804096
118,2020-09-30,13.11910564058006,689184000,621460000.0,573808000.0,12.899749699023753,13.002200066684653,0.017004666499297088,-0.00787946402420058,0.08304519978808242,312.30819717481097,313.133297889591,312.4300567444478,0.0022508754518404013
119,2020-10-01,13.717856355284482,525004000,689184000.0,621460000.0,13.11910564058006,12.899749699023753,0.045639598544916435,0.017004666499297088,0.10897563801370966,316.62121997881246,312.30819717481097,313.133297889591,-0.002634982355249108
120,2020-10-02,13.186410942210593,552496000,525004000.0,689184000.0,13.717856355284482,13.11910564058006,-0.0387411414225199,0.045639598544916435,-0.23822375446905325,311.00485404504894,316.62121997881246,312.30819717481097,0.013810149214838974
